id	description	en	local
def_heavy_rotor_large_node_0_desc		Standard value between -1 and 1 representing the desired roll amount.	Standard value between -1 and 1 representing the desired roll amount.	
def_heavy_rotor_large_node_1_label		Pitch	Pitch		
def_heavy_rotor_large_node_1_desc		Standard value between -1 and 1 representing the desired pitch amount.	Standard value between -1 and 1 representing the desired pitch amount.		
def_heavy_rotor_large_node_2_label		Power	動力		
def_heavy_rotor_large_node_2_desc		Receives power generated by an engine.	接收來自引擎的動力.		
def_heavy_rotor_large_node_3_label		Collective	Collective		
def_heavy_rotor_large_node_3_desc		Standard value between -1 and 1 representing the desired pitch amount.	Standard value between -1 and 1 representing the desired pitch amount.		
def_huge_rotor_name		Huge Rotor	Huge Rotor	
def_huge_rotor_desc		Two standard number inputs control the rotor's swashplate, allowing you to affect the its pitch and roll. Power received from an engine affects the amount of up and down force that the rotor will generate. The output force of this rotor is decreased when underwater.	Two standard number inputs control the rotor's swashplate, allowing you to affect the its pitch and roll. Power received from an engine affects the amount of up and down force that the rotor will generate. The output force of this rotor is decreased when underwater.		
def_huge_rotor_s_desc		A large helicopter rotor with controllable pitch and roll.	A large helicopter rotor with controllable pitch and roll.		
def_huge_rotor_node_0_label		Roll	Roll		
def_huge_rotor_node_0_desc		Standard value between -1 and 1 representing the desired roll amount.	Standard value between -1 and 1 representing the desired roll amount.		
def_huge_rotor_node_1_label		Pitch	Pitch		
def_huge_rotor_node_1_desc		Standard value between -1 and 1 representing the desired pitch amount.	Standard value between -1 and 1 representing the desired pitch amount.		
def_huge_rotor_node_2_label		Power	動力		
def_huge_rotor_node_2_desc		Receives power generated by an engine.	接收來自引擎的動力.		
def_huge_rotor_node_3_label		Collective	Collective		
def_huge_rotor_node_3_desc		Standard value between -1 and 1 representing the desired pitch amount.	Standard value between -1 and 1 representing the desired pitch amount.		
def_humidity_sensor_name		Humidity Sensor	Сенсор тумана		
def_humidity_sensor_desc		The reading can be read from the sensor's number output and is measured from 0 (no fog) to 1 (max fog).	The reading can be read from the sensor's number output and is measured from 0 (no fog) to 1 (max fog).		
def_humidity_sensor_s_desc		A humidity sensor for measuring the current fog and visibility meteorological conditions.	A humidity sensor for measuring the current fog and visibility meteorological conditions.		
def_humidity_sensor_node_0_label		Humidity Factor	溫度因子		
def_humidity_sensor_node_0_desc		The level of humidity in the air, relating to the fog visibility.	The level of humidity in the air, relating to the fog visibility		
def_indicator_name		Indicator Light	指示燈		
def_indicator_desc					
def_indicator_s_desc		A simple light that can be used as an indicator in logic systems.	A simple light that can be used as an indicator in logic systems.		
def_indicator_node_0_label		Indicator Light	指示燈		
def_indicator_node_0_desc		Switches the light on when receiving an on signal.	Если входит сигнал вкл, то индикатор загорается.		
def_indicator_node_1_label		Electric	電力		
def_indicator_node_1_desc		Electrical power connection.	電源連接.		
def_indicator_rgb_name		Indicator Light (RGB)	指示燈(RGB)		
def_indicator_rgb_desc		Three channels of the composite input can be used to set the red, green and blue components of the indicator's color using numbers between 0 and 1. The light can also operate in HSV mode, where the 3 inputs correspond to the hue, saturation and value (brightness) of the color between 0 and 1. The color mode and input channels can be customised by selecting this component with the select tool.	Three channels of the composite input can be used to set the red, green and blue components of the indicator's color using numbers between 0 and 1. The light can also operate in HSV mode, where the 3 inputs correspond to the hue, saturation and value (brightness) of the color between 0 and 1. The color mode and input channels can be customised by selecting this component with the select tool.		
def_indicator_rgb_s_desc		An advanced indicator that can be controlled using a microcontroller.	An advanced indicator that can be controlled using a microcontroller.		
def_indicator_rgb_node_0_label		Color Data	顏色數據		
def_indicator_rgb_node_0_desc		Composite link containing the indicator's color data.	Composite link containing the indicator's color data.	
def_indicator_rgb_node_1_label		Electric	電力		
def_indicator_rgb_node_1_desc		Electrical power connection.	電源連接.		
def_instrument_display_name		Instrument Panel	Instrument Panel		
def_instrument_display_desc		The 4 instruments can be selected in the properties window. Each type of instrument has options for choosing the composite channels that they read from or write to. Composite signals are bridged from the input node to the output node to enable displays to be chained together. Instruments marked as '(On/Off)' require multiple on/off signals to control each of their segments individually.	The 4 instruments can be selected in the properties window. Each type of instrument has options for choosing the composite channels that they read from or write to. Composite signals are bridged from the input node to the output node to enable displays to be chained together. Instruments marked as '(On/Off)' require multiple on/off signals to control each of their segments individually.		
def_instrument_display_s_desc		A customisable panel that can have up to 4 different instruments, controlled by a composite signal from a microcontroller.	A customisable panel that can have up to 4 different instruments, controlled by a composite signal from a microcontroller.		
def_instrument_display_node_0_label		Out Signal	輸出訊號	
def_instrument_display_node_0_desc		Output signal containing data set by buttons on the display.	Output signal containing data set by buttons on the display.		
def_instrument_display_node_1_label		In Signal	輸入訊號		
def_instrument_display_node_1_desc		Input signal containing data to be displayed.	Input signal containing data to be displayed.		
def_instrument_display_node_2_label		Electric	電力		
def_instrument_display_node_2_desc		Electrical power connection.	電源連接.		
def_instrument_display_node_3_label		Backlight	背光燈		
def_instrument_display_node_3_desc		Enables the backlight when receiving an on signal.	接收訊號時開起背光.		
def_inventory_equipment_binoculars_name		Equipment inventory (Binoculars)	Equipment inventory (Binoculars))
def_inventory_equipment_binoculars_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Hold [$[action_equipment_use]] to zoom in on faraway objects. This equipment can be stored on the belt when not in use.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Hold [$[action_equipment_use]] to zoom in on faraway objects. This equipment can be stored on the belt when not in use.
def_inventory_equipment_binoculars_s_desc		A small equipment storage unit containing a pair of binoculars.	A small equipment storage unit containing a pair of binoculars.
def_inventory_equipment_binoculars_node_0_label		Electric	電力
def_inventory_equipment_binoculars_node_0_desc		Electrical power connection.	電源連接.
def_inventory_equipment_cable_name		Equipment inventory (Cable)	Equipment inventory (Cable)
def_inventory_equipment_cable_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to attach the cable to an unoccupied electrical cable anchor. Pressing [$[action_interact_left]]/[$[action_interact_right]] on an occupied electical cable anchor will retrieve the cable if the player has inventory space to hold it. This equipment can be stored on the back when not in use.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to attach the cable to an unoccupied electrical cable anchor. Pressing [$[action_interact_left]]/[$[action_interact_right]] on an occupied electical cable anchor will retrieve the cable if the player has inventory space to hold it. This equipment can be stored on the back when not in use.
def_inventory_equipment_cable_s_desc		A large equipment storage unit containing 20m of electrical cable.	A large equipment storage unit containing 20m of electrical cable.
def_inventory_equipment_cable_node_0_label		Electric	電力
def_inventory_equipment_cable_node_0_desc		Electrical power connection.	電源連接.
def_inventory_equipment_compass_name		Equipment inventory (Compass)	Equipment inventory (Compass)
def_inventory_equipment_compass_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. When held, the red needle of the compass will point northwards. This equipment can be stored on the belt when not in use.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. When held, the red needle of the compass will point northwards. This equipment can be stored on the belt when not in use.
def_inventory_equipment_compass_s_desc		A small equipment storage unit containing a compass.	A small equipment storage unit containing a compass.
def_inventory_equipment_compass_node_0_label		Electric	電力
def_inventory_equipment_compass_node_0_desc		Electrical power connection.	電源連接.
def_inventory_equipment_defibrillator_name		Equipment inventory (Defibrillator)	Equipment inventory (Defibrillator)
def_inventory_equipment_defibrillator_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] on an incapacitated survivor to revive them. Survivors who have been left incapacitated for too long will expire and not be revivable. This equipment requires electric charge to function, and will recharge when placed into a powered large equipment storage unit. This equipment can be stored on the back when not in use.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] on an incapacitated survivor to revive them. Survivors who have been left incapacitated for too long will expire and not be revivable. This equipment requires electric charge to function, and will recharge when placed into a powered large equipment storage unit. This equipment can be stored on the back when not in use.
def_inventory_equipment_defibrillator_s_desc		A large equipment storage unit containing a defibrillator.	A large equipment storage unit containing a defibrillator.
def_inventory_equipment_defibrillator_node_0_label		Electric	電力
def_inventory_equipment_defibrillator_node_0_desc		Electrical power connection.	電源連接.
def_inventory_equipment_fire_extinguisher_name		Equipment inventory (Fire Extinguisher)	Equipment inventory (Fire Extinguisher)
def_inventory_equipment_fire_extinguisher_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Hold [$[action_equipment_use]] to spray a stream of water capable of extinguishing fires. This equipment has a limited water capacity and cannot be refilled. This equipment can be stored on the back when not in use.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Hold [$[action_equipment_use]] to spray a stream of water capable of extinguishing fires. This equipment has a limited water capacity and cannot be refilled. This equipment can be stored on the back when not in use.
def_inventory_equipment_fire_extinguisher_s_desc		A large equipment storage unit containing a fire extinguisher.	A large equipment storage unit containing a fire extinguisher.
def_inventory_equipment_fire_extinguisher_node_0_label		Electric	電力
def_inventory_equipment_fire_extinguisher_node_0_desc		Electrical power connection.	電源連接.
def_inventory_equipment_first_aid_name		Equipment inventory (First Aid Kit)	Equipment inventory (First Aid Kit)
def_inventory_equipment_first_aid_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to heal yourself, or heal a survivor highlighted by your crosshair. This equipment has limited uses, picking up additional first aid kits will replenish these uses. This equipment can be stored on the belt when not in use.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to heal yourself, or heal a survivor highlighted by your crosshair. This equipment has limited uses, picking up additional first aid kits will replenish these uses. This equipment can be stored on the belt when not in use.
def_inventory_equipment_first_aid_s_desc		A small equipment storage unit containing a first aid kit.	A small equipment storage unit containing a first aid kit.
def_inventory_equipment_first_aid_node_0_label		Electric	電力
def_inventory_equipment_first_aid_node_0_desc		Electrical power connection.	電源連接.
def_inventory_equipment_flare_name		Equipment inventory (Flare)	Equipment inventory (Flare)
def_inventory_equipment_flare_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to throw a red smoke flare which burns for a long time. This equipment has a limited uses, picking up additional flares will replenish these uses. This equipment can be stored on the belt when not in use.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to throw a red smoke flare which burns for a long time. This equipment has a limited uses, picking up additional flares will replenish these uses. This equipment can be stored on the belt when not in use.
def_inventory_equipment_flare_s_desc		A small equipment storage unit containing flares.	A small equipment storage unit containing flares.
def_inventory_equipment_flare_node_0_label		Electric	電力
def_inventory_equipment_flare_node_0_desc		Electrical power connection.	電源連接.
def_inventory_equipment_flaregun_name		Equipment inventory (Flaregun)	Equipment inventory (Flaregun)
def_inventory_equipment_flaregun_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to fire a red illumination flare that burns for a short time. Press [$[action_equipment_secondary]] to unload any flaregun round in the gun. Using a box of flaregun ammo will allow the gun to be reloaded with additional flaregun rounds. This equipment can be stored on the belt when not in use.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to fire a red illumination flare that burns for a short time. Press [$[action_equipment_secondary]] to unload any flaregun round in the gun. Using a box of flaregun ammo will allow the gun to be reloaded with additional flaregun rounds. This equipment can be stored on the belt when not in use.
def_inventory_equipment_flaregun_s_desc		A small equipment storage unit containing a flaregun preloaded with 1 flaregun round.	A small equipment storage unit containing a flaregun preloaded with 1 flaregun round.
def_inventory_equipment_flaregun_node_0_label		Electric	電力
def_inventory_equipment_flaregun_node_0_desc		Electrical power connection.	電源連接.
def_inventory_equipment_flaregun_ammo_name		Equipment inventory (Flaregun Ammo)	Equipment inventory (Flaregun Ammo)
def_inventory_equipment_flaregun_ammo_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to reload any unloaded flaregun in the players inventory. This equipment has a limited uses, picking up additional boxes of flaregun ammo will replenish these uses. This equipment can be stored on the belt when not in use.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to reload any unloaded flaregun in the players inventory. This equipment has a limited uses, picking up additional boxes of flaregun ammo will replenish these uses. This equipment can be stored on the belt when not in use.
def_inventory_equipment_flaregun_ammo_s_desc		A small equipment storage unit containing a box flaregun ammo.	A small equipment storage unit containing a box flaregun ammo.
def_inventory_equipment_flaregun_ammo_node_0_label		Electric	電力
def_inventory_equipment_flaregun_ammo_node_0_desc		Electrical power connection.	電源連接.
def_inventory_equipment_flashlight_name		Equipment inventory (Flashlight)	Equipment inventory (Flashlight)
def_inventory_equipment_flashlight_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to toggle the flashlight on or off. This equipment requires electric charge to function, and will recharge when placed into a powered small equipment storage unit. This equipment can be stored on the belt when not in use.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to toggle the flashlight on or off. This equipment requires electric charge to function, and will recharge when placed into a powered small equipment storage unit. This equipment can be stored on the belt when not in use.
def_inventory_equipment_flashlight_s_desc		A small equipment storage unit containing a flashlight.	A small equipment storage unit containing a flashlight.
def_inventory_equipment_flashlight_node_0_label		Electric	電力
def_inventory_equipment_flashlight_node_0_desc		Electrical power connection.	電源連接.
def_inventory_equipment_hose_name		Equipment inventory (Hose)	Equipment inventory (Hose)
def_inventory_equipment_hose_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to attach the hose to an unoccupied fluid hose anchor. Pressing [$[action_interact_left]]/[$[action_interact_right]] on an occupied fluid hose anchor will retrieve the hose if the player has inventory space to hold it. If the hose contains water, press [$[action_equipment_secondary]] to toggle open the hose valve and allow the water to flow freely. This equipment can be stored on the back when not in use.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to attach the hose to an unoccupied fluid hose anchor. Pressing [$[action_interact_left]]/[$[action_interact_right]] on an occupied fluid hose anchor will retrieve the hose if the player has inventory space to hold it. If the hose contains water, press [$[action_equipment_secondary]] to toggle open the hose valve and allow the water to flow freely. This equipment can be stored on the back when not in use.
def_inventory_equipment_hose_s_desc		A large equipment storage unit containing 20m of fluid hosing.	A large equipment storage unit containing 20m of fluid hosing.
def_inventory_equipment_hose_node_0_label		Electric	電力
def_inventory_equipment_hose_node_0_desc		Electrical power connection.	電源連接.
def_inventory_equipment_night_vision_binoculars_name		Equipment inventory (Night Vision Binoculars)	Equipment inventory (Night Vision Binoculars)
def_inventory_equipment_night_vision_binoculars_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Hold [$[action_equipment_use]] to zoom in on faraway objects. The night vision effect provides improved visibility in low light conditions, but greatly hinders visibility in daylight. This equipment requires electric charge to function, and will recharge when placed into a powered small equipment storage unit. This equipment can be stored on the belt when not in use.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Hold [$[action_equipment_use]] to zoom in on faraway objects. The night vision effect provides improved visibility in low light conditions, but greatly hinders visibility in daylight. This equipment requires electric charge to function, and will recharge when placed into a powered small equipment storage unit. This equipment can be stored on the belt when not in use.
def_inventory_equipment_night_vision_binoculars_s_desc		A small equipment storage unit containing a pair of night vision binoculars.	A small equipment storage unit containing a pair of night vision binoculars.
def_inventory_equipment_night_vision_binoculars_node_0_label		Electric	電力
def_inventory_equipment_night_vision_binoculars_node_0_desc		Electrical power connection.	電源連接.
def_inventory_equipment_oxygen_mask_name		Equipment inventory (Oxygen Mask)	Equipment inventory (Oxygen Mask)
def_inventory_equipment_oxygen_mask_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to recover your breath while underwater. This equipment has a limited air capacity, and will refill when placed into a powered small equipment storage unit. This equipment can be stored on the belt when not in use.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to recover your breath while underwater. This equipment has a limited air capacity, and will refill when placed into a powered small equipment storage unit. This equipment can be stored on the belt when not in use.
def_inventory_equipment_oxygen_mask_s_desc		A small equipment storage unit containing an oxygen mask.	A small equipment storage unit containing an oxygen mask.
def_inventory_equipment_oxygen_mask_node_0_label		Electric	電力
def_inventory_equipment_oxygen_mask_node_0_desc		Electrical power connection.	電源連接.
def_inventory_equipment_radio_name		Equipment inventory (Radio)	Equipment inventory (Radio)
def_inventory_equipment_radio_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Hold [$[action_equipment_use]] transmit voice audio. Press [$[action_equipment_secondary]] to cycle between frequencies 0~8, or turn the radio off. When a frequncy is selected, the radio will transmit and receive voice audio on that frequency only. This equipment requires electric charge to function, and will recharge when placed into a powered small equipment storage unit. This equipment can be stored on the belt when not in use.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Hold [$[action_equipment_use]] transmit voice audio. Press [$[action_equipment_secondary]] to cycle between frequencies 0~8, or turn the radio off. When a frequncy is selected, the radio will transmit and receive voice audio on that frequency only. This equipment requires electric charge to function, and will recharge when placed into a powered small equipment storage unit. This equipment can be stored on the belt when not in use.
def_inventory_equipment_radio_s_desc		A small equipment storage unit containing a handheld radio.	A small equipment storage unit containing a handheld radio.
def_inventory_equipment_radio_node_0_label		Electric	電力
def_inventory_equipment_radio_node_0_desc		Electrical power connection.	電源連接.
def_inventory_equipment_radio_signal_locator_name		Equipment inventory (Radio Signal Locator)	Equipment inventory (Radio Signal Locator)
def_inventory_equipment_radio_signal_locator_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to toggle the locator on or off. When active, the locator produces audible beeps that increase in frequency as the player nears an active transponder. The handheld locator has a shorter detection range than the vehicle mounted locator, but can narrow down the target location to a smaller area. This equipment requires electric charge to function, and will recharge when placed into a powered large equipment storage unit. This equipment can be stored on the back when not in use.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to toggle the locator on or off. When active, the locator produces audible beeps that increase in frequency as the player nears an active transponder. The handheld locator has a shorter detection range than the vehicle mounted locator, but can narrow down the target location to a smaller area. This equipment requires electric charge to function, and will recharge when placed into a powered large equipment storage unit. This equipment can be stored on the back when not in use.
def_inventory_equipment_radio_signal_locator_s_desc		A large equipment storage unit containing a handheld transponder locator.	A large equipment storage unit containing a handheld transponder locator.
def_inventory_equipment_radio_signal_locator_node_0_label		Electric	電力
def_inventory_equipment_radio_signal_locator_node_0_desc		Electrical power connection.	電源連接.
def_inventory_equipment_remote_control_name		Equipment inventory (Remote Control Unit)	Equipment inventory (Remote Control Unit)
def_inventory_equipment_remote_control_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to toggle the remote control on or off. Press [$[action_equipment_secondary]] to cycle between frequencies 0~8. When active, the remote control uses the basic vehicle pilot seat input bindings and transmits them as composite radio data on the selected frequency. This equipment requires electric charge to function, and will recharge when placed into a powered small equipment storage unit. This equipment can be stored on the belt when not in use.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to toggle the remote control on or off. Press [$[action_equipment_secondary]] to cycle between frequencies 0~8. When active, the remote control uses the basic vehicle pilot seat input bindings and transmits them as composite radio data on the selected frequency. This equipment requires electric charge to function, and will recharge when placed into a powered small equipment storage unit. This equipment can be stored on the belt when not in use.
def_inventory_equipment_remote_control_s_desc		A small equipment storage unit containing a remote control unit.	A small equipment storage unit containing a remote control unit.
def_inventory_equipment_remote_control_node_0_label		Electric	電力
def_inventory_equipment_remote_control_node_0_desc		Electrical power connection.	電源連接.
def_inventory_equipment_rope_name		Equipment inventory (Rope)	Equipment inventory (Rope)
def_inventory_equipment_rope_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to attach the rope to any rope anchor. Pressing [$[action_interact_left]]/[$[action_interact_right]] on an occupied rope anchor will retrieve the rope if the player has inventory space to hold it. This equipment can be stored on the back when not in use.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to attach the rope to any rope anchor. Pressing [$[action_interact_left]]/[$[action_interact_right]] on an occupied rope anchor will retrieve the rope if the player has inventory space to hold it. This equipment can be stored on the back when not in use.
def_inventory_equipment_rope_s_desc		A large equipment storage unit containing 20m of rope.	A large equipment storage unit containing 20m of rope.
def_inventory_equipment_rope_node_0_label		Electric	電力
def_inventory_equipment_rope_node_0_desc		Electrical power connection.	電源連接.
def_inventory_equipment_strobe_light_name		Equipment inventory (Strobe Light)	Equipment inventory (Strobe Light)
def_inventory_equipment_strobe_light_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to toggle the strobe light on or off. Press [$[action_equipment_secondary]] to toggle MOB (man overboard) mode, which will automatically turn the strobe light on if the player is submerged in water. The strobe light will continue to function when unequipped or discarded. This equipment requires electric charge to function, and will recharge when placed into a powered small equipment storage unit. This equipment can be stored on the belt.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to toggle the strobe light on or off. Press [$[action_equipment_secondary]] to toggle MOB (man overboard) mode, which will automatically turn the strobe light on if the player is submerged in water. The strobe light will continue to function when unequipped or discarded. This equipment requires electric charge to function, and will recharge when placed into a powered small equipment storage unit. This equipment can be stored on the belt.
def_inventory_equipment_strobe_light_s_desc		A small equipment storage unit containing a strobe light.	A small equipment storage unit containing a strobe light.
def_inventory_equipment_strobe_light_node_0_label		Electric	電力
def_inventory_equipment_strobe_light_node_0_desc		Electrical power connection.	電源連接.
def_inventory_equipment_strobe_light_infrared_name		Equipment inventory (Strobe Light, Infrared)	Equipment inventory (Strobe Light, Infrared)
def_inventory_equipment_strobe_light_infrared_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to toggle the strobe light on or off. Press [$[action_equipment_secondary]] to toggle MOB (man overboard) mode, which will automatically turn the strobe light on if the player is submerged in water. The strobe light will continue to function when unequipped or discarded. The infrared strobe light flashes are only visible to infrared cameras. This equipment requires electric charge to function, and will recharge when placed into a powered small equipment storage unit. This equipment can be stored on the belt.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to toggle the strobe light on or off. Press [$[action_equipment_secondary]] to toggle MOB (man overboard) mode, which will automatically turn the strobe light on if the player is submerged in water. The strobe light will continue to function when unequipped or discarded. The infrared strobe light flashes are only visible to infrared cameras. This equipment requires electric charge to function, and will recharge when placed into a powered small equipment storage unit. This equipment can be stored on the belt.
def_inventory_equipment_strobe_light_infrared_s_desc		A small equipment storage unit containing an infrared strobe light.	A small equipment storage unit containing an infrared strobe light.
def_inventory_equipment_strobe_light_infrared_node_0_label		Electric	電力
def_inventory_equipment_strobe_light_infrared_node_0_desc		Electrical power connection.	電源連接.
def_inventory_equipment_transponder_name		Equipment inventory (Transponder)	Equipment inventory (Transponder)
def_inventory_equipment_transponder_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to toggle the transponder on or off. Press [$[action_equipment_secondary]] to toggle MOB (man overboard) mode, which will automatically turn the transponder on if the player is submerged in water. The transponder will continue to function when unequipped or discarded. This equipment requires electric charge to function, and will recharge when placed into a powered small equipment storage unit. This equipment can be stored on the belt.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Press [$[action_equipment_use]] to toggle the transponder on or off. Press [$[action_equipment_secondary]] to toggle MOB (man overboard) mode, which will automatically turn the transponder on if the player is submerged in water. The transponder will continue to function when unequipped or discarded. This equipment requires electric charge to function, and will recharge when placed into a powered small equipment storage unit. This equipment can be stored on the belt.
def_inventory_equipment_transponder_s_desc		A small equipment storage unit containing a handheld transponder.	A small equipment storage unit containing a handheld transponder.
def_inventory_equipment_transponder_node_0_label		Electric	電力
def_inventory_equipment_transponder_node_0_desc		Electrical power connection.	電源連接.
def_inventory_equipment_underwater_welding_torch_name		Equipment inventory (Underwater Welding Torch)	Equipment inventory (Underwater Welding Torch)
def_inventory_equipment_underwater_welding_torch_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Hold [$[action_equipment_use]] to repair damaged vehicle components highlighted by the players crosshair. The underwater welding torch holds less fuel than the standard welding torch, but can be operated while submerged in water. This equipment has a limited fuel capacity and cannot be refilled. This equipment can be stored on the back when not in use.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Hold [$[action_equipment_use]] to repair damaged vehicle components highlighted by the players crosshair. The underwater welding torch holds less fuel than the standard welding torch, but can be operated while submerged in water. This equipment has a limited fuel capacity and cannot be refilled. This equipment can be stored on the back when not in use.
def_inventory_equipment_underwater_welding_torch_s_desc		A large equipment storage unit containing an underwater welding torch.	A large equipment storage unit containing an underwater welding torch.
def_inventory_equipment_underwater_welding_torch_node_0_label		Electric	電力
def_inventory_equipment_underwater_welding_torch_node_0_desc		Electrical power connection.	電源連接.
def_inventory_equipment_welding_torch_name		Equipment inventory (Welding Torch)	Equipment inventory (Welding Torch)
def_inventory_equipment_welding_torch_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Hold [$[action_equipment_use]] to repair damaged vehicle components highlighted by the players crosshair. This equipment has a limited fuel capacity and cannot be refilled. This equipment can be stored on the back when not in use.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Hold [$[action_equipment_use]] to repair damaged vehicle components highlighted by the players crosshair. This equipment has a limited fuel capacity and cannot be refilled. This equipment can be stored on the back when not in use.
def_inventory_equipment_welding_torch_s_desc		A large equipment storage unit containing a welding torch.	A large equipment storage unit containing a welding torch.
def_inventory_equipment_welding_torch_node_0_label		Electric	電力
def_inventory_equipment_welding_torch_node_0_desc		Electrical power connection.	電源連接.
def_inventory_medium_name		Large equipment inventory	Large equipment inventory
def_inventory_medium_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Only large handheld equipment can be stored in this unit. When connected to an electric power source, any rechargable equipment stored in the unit will drain a small amount of electricity until recharged to 100% capacity.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected item. Only large handheld equipment can be stored in this unit. When connected to an electric power source, any rechargable equipment stored in the unit will drain a small amount of electricity until recharged to 100% capacity.
def_inventory_medium_s_desc		An empty large equipment storage unit.	An empty large equipment storage unit.
def_inventory_medium_node_0_label		Electric	電力
def_inventory_medium_node_0_desc		Electrical power connection.	電源連接.
def_inventory_outfit_name		Outfit Inventory (Empty)	Outfit Inventory (Empty)		
def_inventory_outfit_desc		Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected outfit. Only specialist outfits can be stored in this unit. When connected to an electric power source, any rechargable outfits stored in the unit will drain a small amount of electricity until recharged to 100% capacity.	Pressing [$[action_interact_left]]/[$[action_interact_right]] will equip/store the selected outfit. Only specialist outfits can be stored in this unit. When connected to an electric power source, any rechargable outfits stored in the unit will drain a small amount of electricity until recharged to 100% capacity.		
def_inventory_outfit_s_desc		An empty outfit storage unit.	An empty outfit storage unit.		
def_inventory_outfit_node_0_label		Electric	電力
def_inventory_outfit_node_0_desc		Electrical power connection.	電源連接.
def_inventory_outfit_arctic_name		Outfit Inventory (Arctic)	Outfit Inventory (Arctic)		
